Timestamp,Channel,Arbitration ID,Data
1724736453.632951,2,419383073,00004000000e0000
1724736453.6332412,2,419383841,0000010002000000
1724736453.6335337,2,419384865,0000000000000000
1724736453.637126,2,419385273,0000000000000000
1724736453.637854,2,217056256,60fa84441f00f384
1724736453.6381476,2,418385664,0000000000000000
1724736453.638434,2,419356416,7d3001077d5b0305
1724736453.6397934,2,218042657,0000000000000526
1724736453.640078,2,201326625,0200007d00000052
1724736453.6403704,2,436200225,0000000000000000
1724736453.6406646,2,436200481,0000000000000000
1724736453.6409507,2,436200737,0a28000000030c00
1724736453.6412501,2,436200993,00400b40060f0f00
1724736453.641533,2,436201249,00400b40060f0d00
1724736453.6418147,2,436201505,1406003c14000014
1724736453.6421082,2,436183585,000000002fbe0800
1724736453.6423967,2,436201761,0000000000249208
1724736453.6426878,2,436202017,0000000000000000
1724736453.6429656,2,436202273,36094f0908000300
1724736453.6432495,2,436202529,6202530000000000
1724736453.6435313,2,436202785,21001e009f00c700
1724736453.6438289,2,419426081,b52c0000007d007d
1724736453.6471264,2,419385273,0000000000000000
1724736453.6478589,2,217056256,60fa84441f00f384
1724736453.6498194,2,201326625,0200007d00000063
1724736453.6517873,2,419424801,0000000000000000
1724736453.6520784,2,419425057,0000000000000000
1724736453.655774,2,419389729,0004000000000000
1724736453.6560678,2,218062113,0000000000000000
1724736453.657125,2,419385273,0000000000000000
1724736453.6578455,2,217056256,40fa844c1f00f384
1724736453.6581426,2,418385664,0000000000000000
1724736453.6597908,2,201326625,0200007d00000004
1724736453.6600826,2,436200225,0000000000000000
1724736453.6603756,2,436200481,0000000000000000
1724736453.6606624,2,436200737,0a28000000030c00
1724736453.6609545,2,436200993,00400b40060f0f00
1724736453.661242,2,436201249,00400b40060f0c00
1724736453.661528,2,436201505,1406003c14000014
1724736453.6618204,2,436201761,0000000000248e08
1724736453.6621132,2,419425569,0000000000000000
1724736453.662401,2,436183585,000000002fbe0800
1724736453.662693,2,436202017,0000000000000000
1724736453.6629708,2,436202273,3209470908000300
1724736453.663256,2,436202529,6202530000000000
1724736453.6635375,2,436202785,1c001e007f007700
1724736453.6638324,2,419425313,0000000000000000
1724736453.6641114,2,419425825,7c7d7d227d7d0000
1724736453.6671345,2,419385273,0000000000000000
1724736453.6678605,2,217056256,40fa844c1f00f384
1724736453.6681526,2,418385664,0820ffffffffffff
1724736453.6684413,2,217056000,d1000fffffff7dff
1724736453.66981,2,201326625,0200007d00000015
1724736453.6771266,2,419385273,0000000000000000
1724736453.6778603,2,217056256,40fa844c1f00f384
1724736453.6781547,2,418385664,0000000000000000
1724736453.679799,2,201326625,0200007d00000026
1724736453.6800873,2,436200225,0000000000000000
1724736453.6803825,2,436200481,0000000000000000
1724736453.6806743,2,436200737,0a28000000030c00
1724736453.6809607,2,436200993,00400b40060f0f00
1724736453.681247,2,436201249,00400b40060f0b00
1724736453.6815326,2,436201505,1406003c14000014
1724736453.681822,2,436201761,0000000000238a08
1724736453.6821206,2,218059553,1000000000000000
1724736453.682416,2,418382113,0000000000000000
1724736453.6826837,2,419409972,4a8a008c39270723
1724736453.6829717,2,436183585,000000002fbe0800
1724736453.683263,2,436202017,0000000000000000
1724736453.6835456,2,436202273,44094e0908000400
1724736453.683837,2,419382817,0000000000000000
1724736453.6841228,2,436202529,6202530000000000
1724736453.6844041,2,436202785,250023008e004600
1724736453.6857827,2,419395146,0000000000000000
1724736453.6871288,2,419385273,0000000000000000
1724736453.6878529,2,217056256,50fa84481f00f384
1724736453.6881325,2,419356416,7d2c01077d5c0305
1724736453.689863,2,218042657,0000000000000537
1724736453.6901467,2,201326625,0200007d00000037
1724736453.6917777,2,419354913,0004000000000000
1724736453.6929648,2,218059942,0000000000000000
1724736453.697133,2,419385273,0000000000000000
1724736453.6978614,2,217056256,60fa84441f00f384
1724736453.6981542,2,418385664,0000000000000000
1724736453.6997976,2,201326625,0200007d00000030
1724736453.7000945,2,436200225,0000000000000000
1724736453.7003803,2,436200481,0000000000000000
1724736453.7006667,2,436200737,0a28000000030c00
1724736453.700958,2,436200993,00400b40060f0f00
1724736453.7012458,2,436201249,00400b40060f0c00
1724736453.7015321,2,436201505,1406003c14000014
1724736453.7018182,2,436201761,0000000000228608
1724736453.7021148,2,436183585,000000002fbe0800
1724736453.7024035,2,436202017,0000000000000000
1724736453.702685,2,436202273,4209490908000400
1724736453.702975,2,436202529,6202530000000000
1724736453.7032516,2,436202785,280021004b007300
1724736453.703525,2,486444065,5300881100000000
1724736453.7038245,2,218058529,0000000000000000
1724736453.7041328,2,419365409,0000000000000000
1724736453.704416,2,419375137,0000000001000000
1724736453.704707,2,419395105,0000000000000000
1724736453.7071242,2,419385273,0000000000000000
1724736453.7074378,2,419390119,0100010303020300
1724736453.7078571,2,217056256,60fa84441f00f384
1724736453.7098184,2,201326625,0200007d00000041
1724736453.7152681,2,419396170,05000000000000
1724736453.7157812,2,419426593,e7ad7c0000000000
1724736453.7171247,2,419385273,0000000000000000
1724736453.7174287,2,218059961,0000000000000000
1724736453.7177184,2,419391911,0104010100000000
1724736453.7179909,2,217056256,60fa84401f00f384
1724736453.7182906,2,218059856,0000000000000000
1724736453.7185905,2,218062009,0000000000000000
1724736453.7188725,2,418385664,0000000000000000
1724736453.7191675,2,418385664,0820ffffffffffff
1724736453.719461,2,217056000,d1000fffffff7eff
1724736453.7197425,2,419373312,00c000c0cc00002c
1724736453.7200305,2,201326625,0200007d00000052
1724736453.7203343,2,419388496,0000000000000000
1724736453.7206256,2,436200225,0000000000000000
1724736453.7209203,2,436200481,0000000000000000
1724736453.7212071,2,436200737,0a28000000030c00
1724736453.7214887,2,436200993,00400b40060f0d00
1724736453.7217746,2,436201249,00400b40060f0b00
1724736453.7220647,2,436183585,000000002fbe0800
1724736453.7223504,2,436201505,1406003c14000014
1724736453.722637,2,436201761,0000000000228608
1724736453.7229395,2,436202017,0000000000000000
1724736453.7232237,2,419385510,8d00000000000000
1724736453.7234998,2,436202273,36094f0908000400
1724736453.7237859,2,436202529,5f02530000000000
1724736453.7240708,2,436202785,2300230057007700
1724736453.727127,2,419385273,0000000000000000
1724736453.7278755,2,217056256,60fa84401f00f384
1724736453.7281675,2,419361280,380000000000ffff
1724736453.7298245,2,201326625,0200007d00000063
1724736453.731784,2,218061089,0000000000000000
1724736453.7320762,2,218060321,0000000000000000
1724736453.7324424,2,419405864,0201000000000000
1724736453.7371247,2,419385273,0000000000000000
1724736453.7378588,2,217056256,60fa84401f00f384
1724736453.7381527,2,418385664,0000000000000000
1724736453.7384367,2,419356416,7d3001077d580305
1724736453.739812,2,218042657,0000000000000530
1724736453.7400951,2,201326625,0200007d00000004
1724736453.7403872,2,436200225,0000000000000000
1724736453.7406814,2,436200481,0000000000000000
1724736453.7409675,2,436200737,0a28000000031000
1724736453.7412534,2,436200993,00400b40060f0e00
1724736453.741542,2,436201249,00400b40060f0c00
1724736453.7418318,2,436183585,000000002fbe0800
1724736453.7421176,2,436201505,1406003c14000014
1724736453.7424045,2,436201761,0000000000228608
1724736453.7427003,2,436202017,0000000000000000
1724736453.7429817,2,436202273,46094a0908000400
1724736453.7432668,2,436202529,5f02530000000000
1724736453.7435539,2,436202785,2500210064007c00
1724736453.7438388,2,419426081,3b2c0000007d007d
1724736453.7471266,2,419385273,0000000000000000
1724736453.7479224,2,217056256,60fa84441f00f384
1724736453.749821,2,201326625,0200007d00000015
1724736453.751799,2,419424801,0000000000000000
1724736453.7520835,2,419425057,0000000000000000
1724736453.75578,2,419389729,0004000000000000
1724736453.7560682,2,218062113,0000000000000000
1724736453.7571242,2,419385273,0000000000000000
1724736453.7578542,2,217056256,60fa84441f00f384
1724736453.7581482,2,418385664,0000000000000000
1724736453.759799,2,201326625,0200007d00000026
1724736453.7600899,2,436200225,0000000000000000
1724736453.7603846,2,436200481,0000000000000000
1724736453.7606685,2,436200737,0a28000000030800
1724736453.7609546,2,436200993,00400b40060f0e00
1724736453.761242,2,436201249,00300b40060f0a00
1724736453.7615287,2,436201505,1406003c14000014
1724736453.761821,2,419425569,0000000000000000
1724736453.7621112,2,436183585,000000002fbe0800
1724736453.762398,2,436201761,0000000000228608
1724736453.7626894,2,436202017,0000000000000000
1724736453.7629714,2,436202273,3d094c0908000400
1724736453.7632582,2,436202529,5f02530000000000
1724736453.7635376,2,436202785,2800210064006f00
1724736453.7638316,2,419425313,0000000000000000
1724736453.7641122,2,419425825,7c7d7d227d7d0000
1724736453.7671275,2,419385273,0000000000000000
1724736453.7678528,2,217056256,60fa84441f00f384
1724736453.7681472,2,418385664,0820ffffffffffff
1724736453.7684362,2,217056000,d1000fffffff7dff
1724736453.7698014,2,201326625,0200007d00000037
1724736453.777127,2,419385273,0000000000000000
1724736453.7778587,2,217056256,50fa84481f00f384
1724736453.7781525,2,418385664,0000000000000000
1724736453.779784,2,201326625,0200007d00000030
1724736453.7800753,2,436200225,0000000000000000
1724736453.780369,2,436200481,0000000000000000
1724736453.7806542,2,436200737,0a28000000030c00
1724736453.780942,2,436200993,00400b40060f0e00
1724736453.7812264,2,436201249,00400b40060f0b00
1724736453.781514,2,436201505,1406003c14000014
1724736453.7817986,2,436201761,0000000000228608
1724736453.7820897,2,418382113,0000000000000000
1724736453.7823787,2,436183585,000000002fbe0800
1724736453.7826538,2,419409972,4a8a008c39270723
1724736453.7829452,2,436202017,0000000000000000
1724736453.7832263,2,436202273,47094e0908000400
1724736453.783511,2,436202529,5f02530000000000
1724736453.7837963,2,436202785,25001e0057006200
1724736453.784085,2,218059553,1000000000000000
1724736453.7843785,2,419382817,0000000000000000
1724736453.7846687,2,419384097,0903000000000000
1724736453.7858062,2,419395146,0000000000000000
1724736453.7871315,2,419385273,0000000000000000
1724736453.7878556,2,217056256,40fa844c1f00f384
1724736453.7881365,2,419356416,7d2801077d570305
1724736453.789826,2,218042657,0000000000000541
1724736453.7901156,2,201326625,0200007d00000041
1724736453.7917795,2,419354913,0004000000000000
1724736453.7929554,2,218059942,0000000000000000
1724736453.7956638,2,419358794,0000000000640000
1724736453.797132,2,419385273,0000000000000000
1724736453.7978542,2,217056256,40fa844c1f00f384
1724736453.7981465,2,418385664,0000000000000000
1724736453.799798,2,201326625,0200007d00000052
1724736453.8000882,2,436200225,0000000000000000
1724736453.8003805,2,436200481,0000000000000000
1724736453.8006654,2,436200737,0a28000000030c00
1724736453.8009546,2,436200993,00400b40060f0d00
1724736453.8012414,2,436201249,00400b40060f0a00
1724736453.8015282,2,436201505,1406003c14000014
1724736453.8018188,2,436201761,0000000000238a08
1724736453.8021088,2,436183585,000000002fbe0800
1724736453.8024065,2,436202017,0000000000000000
1724736453.8026814,2,436202273,4409500908000400
1724736453.8029664,2,436202529,5f02530000000000
1724736453.8032494,2,436202785,25001c005e006f00
1724736453.8035283,2,486444065,5300871100000000
1724736453.8038259,2,419365409,0000000000000000
1724736453.8041327,2,419375137,0000000001000000
1724736453.8071272,2,419385273,0000000000000000
1724736453.807439,2,419390119,0100010303020300
1724736453.8078015,2,419381537,0000000000000000
1724736453.8080769,2,217056256,50fa84481f00f384
1724736453.8098226,2,201326625,0200007d00000063
1724736453.8117843,2,419381281,0000000001000000
1724736453.8157794,2,419426593,cbbd7c0000000000
1724736453.8160496,2,419396170,05000000000000
1724736453.8171237,2,419385273,0000000000000000
1724736453.8174217,2,218059961,0000000000000000
1724736453.8177202,2,419391911,0104010100000000
1724736453.8179877,2,217056256,50fa84441f00f384
1724736453.81828,2,218062009,0000000000000000
1724736453.8185742,2,418385664,0000000000000000
1724736453.8188648,2,418385664,f41fffffffffffff
1724736453.8191543,2,217056000,d1000fffffff7dff
1724736453.8194408,2,419373312,00c000c0cc00002c
1724736453.8197412,2,419388496,0000000000000000
1724736453.820044,2,201326625,0200007d00000004
1724736453.8203256,2,218059856,0000000000000000
1724736453.820616,2,436200225,0000000000000000
1724736453.820914,2,436200481,0000000000000000
1724736453.821204,2,436200737,0a28000000030c00
1724736453.8214834,2,436200993,00400b40060f0e00
1724736453.8217704,2,436201249,00400b40060f0a00
1724736453.8220615,2,436183585,000000002fbe0800
1724736453.822352,2,436201505,1406003c14000014
1724736453.8226392,2,436201761,0000000000248e08
1724736453.8229315,2,436202017,0000000000000000
1724736453.823218,2,419385510,8d00000000000000
1724736453.823491,2,436202273,49094e0909000300
1724736453.8237789,2,436202529,6102530000000000
1724736453.8240774,2,419381793,0000000000000000
1724736453.8243566,2,419382049,0100400080220000
1724736453.8246374,2,436202785,2300210067007400
1724736453.8271272,2,419385273,0000000000000000
1724736453.8278754,2,217056256,50fa84441f00f384
1724736453.8281672,2,419361280,380000000000ffff
1724736453.8298256,2,201326625,0200007d00000015
1724736453.8317826,2,218061089,0000000000000000
1724736453.8320742,2,218060321,0000000000000000
1724736453.8323598,2,419382305,1e1e001000000000
1724736453.832646,2,419382561,322c576000000000
1724736453.8329368,2,419383073,00004000000e0000
1724736453.8332267,2,419383841,0000010002000000
1724736453.8335187,2,419384865,0000000000000000
1724736453.8338106,2,419405864,0201000000000000
1724736453.837124,2,419385273,0000000000000000
1724736453.837857,2,217056256,60fa84401f00f384
1724736453.838151,2,418385664,0000000000000000
1724736453.8384373,2,419356416,7d3001077d5d0305
1724736453.8397982,2,218042657,0000000000000552
1724736453.840085,2,201326625,0200007d00000026
1724736453.840378,2,436200225,0000000000000000
1724736453.84068,2,436200481,0000000000000000
1724736453.8409777,2,436200737,0a28000000020c00
1724736453.841254,2,436200993,00400b40060f0e00
1724736453.84154,2,436201249,00400b40060f0a00
1724736453.8418267,2,436201505,1406003c14000014
1724736453.842147,2,436183585,000000002fbe0800
1724736453.8424222,2,436201761,0000000000249208
1724736453.8426998,2,436202017,0000000000000000
1724736453.8429828,2,436202273,3c09590908000400
1724736453.8432672,2,436202529,6102530000000000
1724736453.843548,2,436202785,23002a0048008900
1724736453.8438334,2,419426081,652d0000007d007d
1724736453.8458815,2,419361610,00752b7d00752b7d
1724736453.8471453,2,419385273,0000000000000000
1724736453.8478675,2,217056256,60fa84401f00f384
1724736453.8498275,2,201326625,0200007d00000037
1724736453.851795,2,419424801,0000000000000000
1724736453.8520863,2,419425057,0000000000000000
1724736453.8557866,2,419389729,0004000000000000
1724736453.8560684,2,218062113,0000000000000000
1724736453.8571217,2,419385273,0000000000000000
1724736453.8578503,2,217056256,60fa84401f00f384
1724736453.8581443,2,418385664,0000000000000000
1724736453.8597984,2,201326625,0200007d00000030
1724736453.860091,2,436200225,0000000000000000
1724736453.860385,2,436200481,0000000000000000
1724736453.8606708,2,436200737,0a28000000040c00
1724736453.8609588,2,436200993,00400b40060f0d00
1724736453.8612468,2,436201249,00400b40060f0900
1724736453.8615332,2,436201505,1406003c14000014
1724736453.861823,2,436201761,0000000000259608
1724736453.862116,2,419425569,0000000000000000
1724736453.8624055,2,436183585,000000002fbe0800
1724736453.8626978,2,436202017,0000000000000000
1724736453.8629756,2,436202273,3b09530908000400
1724736453.86326,2,436202529,6102530000000000
1724736453.8635418,2,436202785,2100230058006500
1724736453.863835,2,419425313,0000000000000000
1724736453.8641164,2,419425825,7c7d7d227d7d0000
1724736453.8671215,2,419385273,0000000000000000
1724736453.8678577,2,217056256,50fa84441f00f384
1724736453.8681488,2,418385664,f41fffffffffffff
1724736453.868435,2,217056000,d1000fffffff7eff
1724736453.8698187,2,201326625,0200007d00000041
1724736453.8771222,2,419385273,0000000000000000
1724736453.8778615,2,217056256,50fa84441f00f384
1724736453.8781548,2,418385664,0000000000000000
1724736453.8797967,2,201326625,0200007d00000052
1724736453.8800876,2,436200225,0000000000000000
1724736453.880382,2,436200481,0000000000000000
1724736453.8806708,2,436200737,0a28000000030c00
1724736453.8809617,2,436200993,00400b40060f0f00
1724736453.8812501,2,436201249,00400b40060f0a00
1724736453.8815358,2,436201505,1406003c14000014
1724736453.8818266,2,436201761,0000000000238a08
1724736453.882116,2,418382113,0000000000000000
1724736453.8824062,2,436183585,000000002fbe0800
1724736453.882698,2,436202017,0000000000000000
1724736453.882981,2,436202273,3c09490908000400
1724736453.8832648,2,436202529,6102530000000000
1724736453.8835452,2,436202785,1e001e0067005100
1724736453.883839,2,218059553,1000000000000000
1724736453.8841293,2,419382817,0000000000000000
1724736453.8853488,2,419409972,4a8a008c39270723
1724736453.8856416,2,419395146,0000000000000000
1724736453.8871272,2,419385273,0000000000000000
1724736453.8878586,2,217056256,50fa84441f00f384
1724736453.8881388,2,419356416,7d2c01077d5d0305
1724736453.889832,2,218042657,0000000000000563
1724736453.890123,2,201326625,0200007d00000063
1724736453.891784,2,419354913,0004000000000000
1724736453.8929524,2,218059942,0000000000000000
1724736453.8934348,2,419395402,50270100c363cd66
1724736453.89713,2,419385273,0000000000000000
1724736453.8978562,2,217056256,50fa84481f00f384
1724736453.8981495,2,418385664,0000000000000000
1724736453.899804,2,201326625,0200007d00000004
1724736453.9000971,2,436200225,0000000000000000
1724736453.900391,2,436200481,0000000000000000
1724736453.9006743,2,436200737,0a28000000031000
1724736453.9009628,2,436200993,00400b40060f0c00
1724736453.901251,2,436201249,00400b40060f0c00
1724736453.9015365,2,436201505,1406003c14000014
1724736453.9018242,2,436201761,0000000000269a08
1724736453.9021144,2,436183585,000000002fbe0800
1724736453.9024065,2,436202017,0000000000000000
1724736453.902685,2,436202273,4609510908000400
1724736453.9029694,2,436202529,6102530000000000
1724736453.903252,2,436202785,25002d0055007b00
1724736453.9035292,2,486444065,53008a1100000000
1724736453.9038262,2,419365409,0000000000000000
1724736453.9041235,2,419375137,0000000001000000
1724736453.9071217,2,419385273,0000000000000000
1724736453.9074452,2,419390119,0100000303020300
1724736453.9078543,2,217056256,50fa84481f00f384
1724736453.9098294,2,201326625,0200007d00000015
1724736453.9158006,2,419426593,d9b57c0000000000
1724736453.916701,2,419396170,05000000000000
1724736453.9171216,2,419385273,0000000000000000
1724736453.9174247,2,218059961,0000000000000000
1724736453.9177167,2,419391911,0104000100000000
1724736453.9179897,2,217056256,50fa84481f00f384
1724736453.9182808,2,218062009,0000000000000000
1724736453.9185765,2,418385664,0000000000000000
1724736453.9188714,2,418385664,0820ffffffffffff
1724736453.9191587,2,217056000,d1000fffffff7dff
1724736453.9194474,2,419373312,00c000c0cc00002c
1724736453.9197326,2,419241984,48330233ffffffff
1724736453.9200253,2,201326625,0200007d00000026
1724736453.9203174,2,218059856,0000000000000000
1724736453.920613,2,419249664,8c33ffffffffffff
1724736453.9209096,2,419388496,0000000000000000
1724736453.921195,2,419279933,a333ffffffffffff
1724736453.9214857,2,436200225,0000000000000000
1724736453.921782,2,436200481,0000000000000000
1724736453.9220653,2,436200737,0a28000000030800
1724736453.9223514,2,436200993,00400b40060f0e00
1724736453.9226367,2,436201249,00400b40060f0b00
1724736453.9229236,2,436201505,1406003c14000014
1724736453.9232104,2,419385510,8d00000000000000
1724736453.9234977,2,436201761,0000000000269608
1724736453.9237905,2,436202017,0000000000000000
1724736453.9240797,2,436183585,000000002fbe0800
1724736453.9243612,2,436202273,40094f0908000400
1724736453.9246469,2,436202529,6202530000000000
1724736453.9249253,2,436202785,21001c00a6009d00
1724736453.9271233,2,419385273,0000000000000000
1724736453.9278727,2,217056256,50fa84441f00f384
1724736453.9281669,2,419361280,370000000000ffff
1724736453.9298348,2,201326625,0200007d00000037
1724736453.9317899,2,218061089,0000000000000000
1724736453.9320812,2,218060321,0000000000000000
1724736453.9371293,2,419385273,0000000000000000
1724736453.9378579,2,217056256,60fa84401f00f384
1724736453.938154,2,418385664,0000000000000000
1724736453.938436,2,419356416,7d3001077d5c0305
1724736453.9398043,2,218042657,0000000000000574
1724736453.9400883,2,201326625,0200007d00000030
1724736453.940385,2,436200225,0000000000000000
1724736453.9406738,2,436200481,0000000000000000
1724736453.940965,2,436200737,0a28000000030c00
1724736453.9412465,2,436200993,00400b40060f0e00
1724736453.9415329,2,436201249,00400b40060f0800
1724736453.9418204,2,436201505,1406003c14000014
1724736453.942116,2,436183585,000000002fbe0800
1724736453.9424007,2,436201761,0000000000259608
1724736453.9426982,2,436202017,0000000000000000
1724736453.9429708,2,436202273,3b09450908000400
1724736453.9432535,2,436202529,6202530000000000
1724736453.9435472,2,419405864,0201000000000000
1724736453.9438305,2,436202785,1e002100c1009a00
1724736453.9441204,2,419426081,7f2d0000007d007d
1724736453.9471233,2,419385273,0000000000000000
1724736453.9478748,2,217056256,60fa84401f00f384
1724736453.9481635,2,419279360,ffffffff0200ffff
1724736453.9484587,2,419360512,ffffff78ffffffff
1724736453.9487407,2,419279616,28331d22ffffffff
1724736453.949026,2,419362304,00375137ff0233ff
1724736453.9498584,2,201326625,0200007d00000041
1724736453.9517992,2,419424801,0000000000000000
1724736453.9520886,2,419425057,0000000000000000
1724736453.9533787,2,419406120,801b0e086c279986
1724736453.9557834,2,419389729,0004000000000000
1724736453.9560747,2,218062113,0000000000000000
1724736453.957121,2,419385273,0000000000000000
1724736453.957854,2,217056256,70fa84381f00f384
1724736453.958147,2,418385664,0000000000000000
1724736453.9598088,2,201326625,0200007d00000052
1724736453.9600906,2,436200225,0000000000000000
1724736453.9603837,2,436200481,0000000000000000
1724736453.9606705,2,436200737,0a28000000030c00
1724736453.960958,2,436200993,00400b40060f0d00
1724736453.9612463,2,436201249,00400b40060f0a00
1724736453.9615326,2,436201505,1406003c14000014
1724736453.9618194,2,436201761,0000000000269208
